\popi{l_1}{mm};\popi{l_2}{mm};\popi{l_3}{mm} ;\popi{l_4}{mm};\popi{l_5}{mm} ;\popi{l\_{pr}}{mm} ;\popi{\sigma_l}{mm}
1,00;1,14;1,22;1,11;1,28;1,15;0,10
