\popi{d_1}{mm};\popi{d_2}{mm};\popi{d_3}{mm} ;\popi{d_4}{mm};\popi{d_5}{mm} ;\popi{d\_{pr}}{mm} ;\popi{\sigma_d}{mm}
0,505;0,515;0,500;0,490;0,495;0,50;0,01
