\popi{t_1}{s};0,72;0,40;0,00;0,36;0,26;0,12;0,22
\popi{t_2}{s};1,71;1,46;1,12;1,12;1,78;1,34;1,89
\popi{f_1}{Hz};161,48;161,48;161,48;161,48;161,49;161,49;160,49
\popi{f_2}{Hz};162,52;162,52;163,97;163,97;164,00;164,00;164,00
$n$;1;1;3;2;4;3;6
\popi{f\_{zaz}}{Hz};1,01;0,94;2,68;2,63;2,63;2,46;3,59
\popi{f_1-f_2}{Hz};1,04;1,04;2,49;2,49;2,51;2,51;3,51
