èoèka;lahev;sklenice;lupa;èoèka 1;èoèka 2
\popi{f}{cm};7,3$\pm$0,4;5,9$\pm$0,3;23,6$\pm$0,3;4,4$\pm$0,9;4,6$\pm$0,9
